x1,x2
1.0,244.22567125320202
2.0,243.69134293146706
3.0,243.50941189115161
4.0,243.2708238141381
5.0,243.05713105262987
6.0,242.68696363853016
7.0,242.26591649378253
8.0,241.9712571015093
9.0,241.603159585642
10.0,241.37797165203798
11.0,241.13484022349226
12.0,241.17100222445785
13.0,241.34221444744074
14.0,241.5251735870111
15.0,241.48167845420997
16.0,241.5627978378062
17.0,241.68427978655558
18.0,241.81293074829122
19.0,241.98721334524018
20.0,242.1918051090507
21.0,242.43310254658707
22.0,242.6891708010909
23.0,242.89264630534007
24.0,242.96506293817396
25.0,243.0182675341966
26.0,243.12860399665067
27.0,243.28647673772525
28.0,243.47430364442198
29.0,243.65298882230883
30.0,243.90181656063814
31.0,244.160339848913
32.0,244.5667097411207
33.0,245.1828340743058
34.0,245.98511914017504
35.0,247.02973567274094
36.0,248.30615758254706
37.0,249.81900734484415
38.0,251.49250367385324
39.0,253.23186652969278
40.0,255.15821794036123
41.0,257.1952066212865
42.0,259.341897411702
43.0,261.4752307918165
44.0,263.61706024150993
45.0,265.7440495527218
46.0,268.0410081185925
47.0,270.4567522531769
48.0,273.10655866952743
49.0,275.8018292297629
50.0,278.56886948393634
51.0,281.2717646083937
52.0,284.23169516595414
53.0,287.2264091537102
54.0,290.3822053766918
55.0,293.67720098945574
56.0,297.02161663099815
57.0,300.6498408504943
58.0,304.56852070709334
59.0,308.52687644511093
60.0,312.6727843192667
61.0,316.7588707194095
62.0,320.8408429130178
63.0,325.149611728567
64.0,329.70234421865064
65.0,334.73050629586095
66.0,339.8291437429211
67.0,345.18856601080137
68.0,350.5858091776264
69.0,356.4123308341691
70.0,362.06184527595485
71.0,368.0195975741344
72.0,374.0543400955303
73.0,380.2638925187086
74.0,386.9090027753818
75.0,393.76568071655004
76.0,400.7895074884533
77.0,408.3111423926508
78.0,415.951069330169
79.0,423.7856553272092
80.0,431.8185463342949
81.0,440.19137159636267
82.0,448.9144563017965
83.0,458.1542859992054
84.0,467.4364435611883
85.0,477.3344357648841
86.0,487.24783026385427
87.0,497.05471333325875
88.0,507.45572729878705
89.0,518.0742857101911
90.0,528.5826863549985
91.0,539.8910286591589
92.0,551.3760077233127
93.0,563.2586072096154
94.0,575.177657788283
95.0,586.9247806291193
96.0,599.2775689051631
97.0,611.473475304601
98.0,623.6657144526846
99.0,636.7661297729247
100.0,649.832504971468
101.0,662.9285824165993
102.0,676.6300864612499
103.0,689.5784836419675
104.0,701.9246627986199
105.0,714.5215922454861
106.0,726.866123365987
107.0,739.3475724239745
108.0,752.4006569844408
109.0,764.8593435288886
110.0,778.327077871296
111.0,791.8477191364967
112.0,804.6918397468035
113.0,817.7775463877499
114.0,831.0290159345532
115.0,844.4740042444097
116.0,858.0908225200417
117.0,872.1270277956696
118.0,886.6502576731074
119.0,901.9347592882419
120.0,917.288726299453
121.0,933.2696357739754
122.0,949.160466341635
123.0,965.6392990644762
124.0,983.0088641960351
125.0,1000.8128803727774
126.0,1019.5036119772885
127.0,1039.4919799119943
128.0,1060.0510335802069
129.0,1082.0823057374957
130.0,1105.2244431980027
131.0,1127.660871432402
132.0,1151.4682177433588
133.0,1177.3608785587996
134.0,1204.2211259441053
135.0,1233.2315530066116
136.0,1265.5747270185466
137.0,1300.9164000517844
138.0,1340.5095581257906
139.0,1383.5500067883836
140.0,1432.969397165473
141.0,1491.8926373937516
142.0,1564.7226022343996
143.0,1666.214560591881
144.0,1677.5948780650149
145.0,1681.8911185444263
146.0,1684.0652112883704
147.0,1684.771335133362
148.0,1684.9034981406905
149.0,1684.7216166281394
150.0,1683.9269103467027
151.0,1683.1315612393898
152.0,1682.2462099750292
153.0,1680.9444774649426
154.0,1679.9469175250235
155.0,1678.8504983036753
156.0,1677.40843340473
157.0,1676.5196646562933
158.0,1675.364890873849
159.0,1674.0173862962777
160.0,1673.2669586417055
161.0,1672.0029814241934
162.0,1670.8076975418387
163.0,1670.1729382615188
164.0,1668.784611318775
165.0,1667.6426673860774
166.0,1667.0602256930563
167.0,1665.3723039559525
168.0,1664.6905243977417
169.0,1663.7764292025888
170.0,1662.189647713514
171.0,1661.5156018004845
172.0,1660.7241281419924
173.0,1659.0250236994648
174.0,1658.7215888943051
175.0,1657.1918701152279
176.0,1655.6571806372
177.0,1654.6681884661548
178.0,1505.2986626113652
179.0,-53.371460876359876
