x1,x2
1.0,332.9935717190124
2.0,321.2283008863735
3.0,307.63679448860853
4.0,301.87592954165575
5.0,296.1817921156043
6.0,284.00980035100815
7.0,267.59703997782225
8.0,256.5753555002051
9.0,246.48389840725628
10.0,237.5132057896084
11.0,231.2060368466362
12.0,234.57672419868865
13.0,249.06764199155572
14.0,258.73065932287335
15.0,256.6629000837839
16.0,259.72548324044266
17.0,263.20006497098456
18.0,267.0738807430691
19.0,271.4068434050247
20.0,276.118588272448
21.0,281.25229291862394
22.0,286.1919395274151
23.0,286.575222904817
24.0,277.7969477469591
25.0,266.10860911139565
26.0,256.29172168146187
27.0,245.3729417315839
28.0,233.06877975951224
29.0,218.7440723513794
30.0,202.18288452522015
31.0,183.779457743097
32.0,167.8957856520119
33.0,157.9519900377919
34.0,153.21312331364348
35.0,155.502228890435
36.0,164.54370739499373
37.0,180.5139690464289
38.0,198.36910044807175
39.0,213.49380024199357
40.0,232.790545172035
41.0,250.7339585664324
42.0,270.5212983212547
43.0,283.21495251767703
44.0,289.1089762681366
45.0,290.59934474386347
46.0,293.81115125396894
47.0,299.8490145409252
48.0,310.953153649187
49.0,319.13231835527995
50.0,323.82324390369206
51.0,322.5270984596082
52.0,324.0497926924936
53.0,325.446405492834
54.0,326.8896267814188
55.0,328.32129336630527
56.0,328.42213526257694
57.0,332.005716913618
58.0,346.0889073278357
59.0,356.3342525823591
60.0,362.9140242532873
61.0,362.8209223577932
62.0,357.90539985830867
63.0,348.5694008489342
64.0,351.38513317787897
65.0,363.2223707361288
66.0,371.6040019342107
67.0,381.73020265654833
68.0,392.6333015547291
69.0,401.17148906507305
70.0,403.48627221872187
71.0,406.71969224369224
72.0,401.7033631607782
73.0,402.48624143388355
74.0,404.8258953489166
75.0,409.1538687004365
76.0,414.7076615380889
77.0,422.8793732165051
78.0,432.1031639677617
79.0,437.1193821771754
80.0,437.1813581267227
81.0,443.6899323518394
82.0,452.7234423308792
83.0,465.6466103314259
84.0,481.7692578565938
85.0,500.72863882505163
86.0,513.9449482858344
87.0,516.6572156237777
88.0,526.3414459744608
89.0,538.422738532983
90.0,540.3989763566013
91.0,555.9522318757823
92.0,578.0580954557673
93.0,603.3674802626822
94.0,620.0919534996683
95.0,630.3566824766615
96.0,650.0889042623148
97.0,659.2775383099431
98.0,671.3176411633546
99.0,699.8124019810524
100.0,731.1052626946595
101.0,762.3176933827554
102.0,805.496063837275
103.0,825.9404238324453
104.0,821.9051296010031
105.0,818.1814881482109
106.0,816.5780070552486
107.0,810.2379865036986
108.0,816.7551925080511
109.0,814.2453193901591
110.0,829.9890783484948
111.0,847.3002419345248
112.0,845.7973185117772
113.0,831.2797425838751
114.0,829.487061491163
115.0,828.283195544787
116.0,817.5707895347206
117.0,818.9342007047567
118.0,825.7918832760756
119.0,838.4617377460188
120.0,856.1887000099065
121.0,870.9032871179737
122.0,872.2607963835565
123.0,885.071738664677
124.0,899.0661836299926
125.0,914.0922607160481
126.0,945.1459649111024
127.0,979.3959982116285
128.0,1020.1585527633837
129.0,1075.8816546626538
130.0,1131.1455943286444
131.0,1151.5238365352568
132.0,1175.7338391257742
133.0,1216.8919879608127
134.0,1256.1879318786014
135.0,1299.2831115468484
136.0,1373.7076359179314
137.0,1457.416158183429
138.0,1558.314732790772
139.0,1658.0794671063682
140.0,1778.5012807311812
141.0,1928.6248942499915
142.0,2114.464437444516
143.0,2333.0582078916545
144.0,2471.7496905578355
145.0,2611.062655604368
146.0,2753.194199432882
147.0,2891.1895270327427
148.0,3017.9339443204904
149.0,3142.7670352792584
150.0,3262.4777228147036
151.0,3366.9924537855495
152.0,3449.1869513742117
153.0,3528.915875154528
154.0,3595.430815561797
155.0,3644.8110185040928
156.0,3654.610714532862
157.0,3638.0328901981575
158.0,3617.161001541879
159.0,3591.276109666938
160.0,3549.9224205192927
161.0,3496.519862588674
162.0,3434.719059112812
163.0,3375.4514617530235
164.0,3346.0085152958914
165.0,3296.9809895348862
166.0,3252.649546333414
167.0,3225.86844996988
168.0,3186.165608811262
169.0,3154.512874289999
170.0,3140.6082777117863
171.0,3111.9024998891855
172.0,3091.384728628162
173.0,3080.7003456721955
174.0,3037.1391924629224
175.0,3014.601691400883
176.0,2992.128103903312
177.0,2905.938592547583
178.0,1856.8615597725932
179.0,-1350.8743747477722
