x1,x2
1.0,316.73620128379804
2.0,312.3380479738998
3.0,307.4477481143675
4.0,304.4783619613462
5.0,301.2594107412706
6.0,295.966918529764
7.0,289.5538123642516
8.0,284.59753816876423
9.0,279.9619329872942
10.0,275.729801246371
11.0,272.4565499633585
12.0,272.2406890788735
13.0,275.1255467376327
14.0,276.4198128834178
15.0,274.6684655611655
16.0,274.3401175484839
17.0,274.09824624032603
18.0,273.9763134162524
19.0,273.91348160552286
20.0,273.9165021085282
21.0,273.9309617612175
22.0,273.7502332347664
23.0,272.003293040415
24.0,267.5648046403319
25.0,262.3089532517703
26.0,257.49135432807446
27.0,252.37378476244845
28.0,246.88986167471955
29.0,240.98457267826254
30.0,234.60023073123193
31.0,228.0635889441363
32.0,222.6783894319096
33.0,219.46685005032074
34.0,218.25823549956104
35.0,219.6749488735383
36.0,223.56080708376984
37.0,229.9487935453912
38.0,237.23485197667213
39.0,244.3961872137424
40.0,252.94189351883986
41.0,261.56914705293735
42.0,270.7985704694502
43.0,278.1078984868082
44.0,283.69440736474155
45.0,288.1056236272182
46.0,293.12791790543224
47.0,299.11354333578515
48.0,306.3822774526876
49.0,312.9112433020485
50.0,318.2302341196401
51.0,322.0218865319484
52.0,326.4995295416392
53.0,330.94909774174107
54.0,335.3454566230418
55.0,339.7544326263026
56.0,343.7602440422095
57.0,349.05551947814985
58.0,357.01455942025314
59.0,364.0047354544452
60.0,369.6638745952066
61.0,373.41331821862616
62.0,375.6619489715449
63.0,376.82302289268443
64.0,381.7026575435836
65.0,388.88696852403575
66.0,395.4074762743473
67.0,402.24748855621255
68.0,409.6230911925793
69.0,415.7913606863417
70.0,420.6391262932638
71.0,425.303534247184
72.0,427.99477839579544
73.0,432.30057101119485
74.0,437.3059825761174
75.0,442.9408613216411
76.0,449.3114019337753
77.0,456.6192505999053
78.0,464.2919193152963
79.0,471.1869946066517
80.0,476.8339138188432
81.0,484.9051998931385
82.0,493.943702214509
83.0,504.59021875592435
84.0,516.5068027142827
85.0,529.6179884425912
86.0,540.9390463648388
87.0,550.016705090962
88.0,561.2565109696618
89.0,573.1858153543807
90.0,583.1274702390782
91.0,596.9596203649752
92.0,613.5033307510197
93.0,630.5612933170918
94.0,645.6156903778913
95.0,658.8671382894589
96.0,675.1103833103356
97.0,687.8311525781945
98.0,702.5319181160672
99.0,721.3093257753432
100.0,741.1432871475263
101.0,760.8869797908268
102.0,783.5370417924265
103.0,798.7858168551868
104.0,806.6793149056343
105.0,814.6824803000752
106.0,822.380947964857
107.0,829.7892582028118
108.0,839.4240843771745
109.0,848.2987186041705
110.0,861.5082947902495
111.0,875.8801008211271
112.0,884.6237540475229
113.0,890.801140273694
114.0,900.7702719905122
115.0,912.1833965535377
116.0,921.4195953771175
117.0,935.7456327155411
118.0,952.9377769258942
119.0,972.6854310726754
120.0,996.2355145272029
121.0,1018.8965133714705
122.0,1040.70260149834
123.0,1066.7633221425713
124.0,1095.0190250837736
125.0,1125.416254793826
126.0,1162.545665206554
127.0,1201.6480416286358
128.0,1245.3053705722707
129.0,1294.2763612341842
130.0,1344.128383202235
131.0,1387.1795476932127
132.0,1432.5756656053711
133.0,1485.382276867797
134.0,1539.14719045304
135.0,1597.6044692900505
136.0,1666.6509510351264
137.0,1742.902151708375
138.0,1827.2222972399977
139.0,1919.0825196470994
140.0,2018.5432199308004
141.0,2115.789233694483
142.0,2164.158085175911
143.0,2208.10554851306
144.0,2251.90671065852
145.0,2293.4746212174723
146.0,2335.2342936924406
147.0,2372.9441983145243
148.0,2408.8637587494923
149.0,2441.155056113324
150.0,2473.5124060228045
151.0,2499.692849325779
152.0,2520.9204829403297
153.0,2543.641229219606
154.0,2558.480876769594
155.0,2573.3582483534638
156.0,2573.2430237876774
157.0,2572.7858437034333
158.0,2564.0042321692995
159.0,2560.75625065324
160.0,2544.792761264887
161.0,2532.952102151361
162.0,2514.7224732195846
163.0,2497.511191273757
164.0,2489.64517856475
165.0,2471.6693625092057
166.0,2462.4352432126493
167.0,2447.573333484403
168.0,2439.828962468196
169.0,2425.834011666117
170.0,2421.346636421354
171.0,2408.798500618752
172.0,2405.1074617329937
173.0,2394.7974262719354
174.0,2380.224097016407
175.0,2376.396415955554
176.0,2351.4718944738843
177.0,2338.008159744948
178.0,1194.3963358254596
179.0,-755.1190979816878
